PID,SID,ID,EID,ESID,NAME,NAME_SI,NAME_TA,CXP_OLDCODE
56,35,1573,1-2-24-175,175,Horagolla North,හොරගොල්ල උතුර,ஹொரகொல்ல வடக்கு,216
56,36,1574,1-2-24-180,180,Thibbotugoda,තිබ්බොටු‍‍ගොඩ,திப்பொடுகொடை,216B
56,37,1575,1-2-24-185,185,Midellavita,මිදෙල්ලවිට,மிதெல்லவிட்ட,208
56,38,1576,1-2-24-190,190,Kudabollatha,කුඩා බොල්ලත,குடாபொல்லத,209A
56,39,1577,1-2-24-195,195,Bollatha North,බොල්ලත උතුර,பொல்லத வடக்கு,209
56,40,1578,1-2-24-200,200,Wewel Agara,වේවැල් අගාර,‍‍வேவெல் அகார,209D
56,41,1579,1-2-24-205,205,Bollatha West,බොල්ලත බටහිර,பொல்லத ‍மேற்கு,209C
56,42,1580,1-2-24-210,210,Bollatha South,බොල්ලත දකුණ,பொல்லத தெற்க்கு,209B
56,43,1581,1-2-24-215,215,Bulugahagoda West,බුළුගහගොඩ බටහිර,புலுகஹகொடை மேற்கு,210A
56,44,1582,1-2-24-220,220,Bulugahagoda East,බුළුගහගොඩ නැගෙනහිර,புலுகஹகொட கிழக்கு,210
56,45,1583,1-2-24-225,225,Galahitiyawa North,ගලහිටියාව උතුර,கலஹிடியாவ வடக்கு,215
56,46,1584,1-2-24-230,230,Horagolla South,හොරගොල්ල දකුණ,ஹொரகொல்ல தெற்கு,216A
56,47,1585,1-2-24-235,235,Neduna,නැදුන,நெதுன,236C
56,48,1586,1-2-24-240,240,Pahalayagoda,පහළයාගොඩ,பஹல யாகொட,236
56,49,1587,1-2-24-245,245,Oruthota North,ඔරුතොට උතුර,ஒருதொட்ட வடக்கு,235
56,50,1588,1-2-24-250,250,Moragoda1,මොරගොඩ 1,மொராகொட1,233
56,51,1589,1-2-24-255,255,Bendiyamulla West,බැණ්ඩියමුල්ල බටහිර,பெண்டியமுல்ல மேற்கு,234B
56,52,1590,1-2-24-260,260,Kidagammulla,කිඩගම්මුල්ල,கிடகம்முள்ள,234C
56,53,1591,1-2-24-265,265,Bendiyamulla East,බැණ්ඩියමුල්ල නැගෙනහිර,பெண்டியமுல்ல கிழக்கு,234A
56,54,1592,1-2-24-270,270,Gampaha Aluthgama East,ගම්පහ අළුත්ගම නැගෙනහිර,கம்பஹா அலுத்கம கிழக்கு,225B
56,55,1593,1-2-24-275,275,Keselwathugoda South,කෙසෙල්වතුගොඩ දකුණ,கெசெல்வதுகொடை தெற்கு,227A
56,56,1594,1-2-24-280,280,Yakkala North,යක්කල උතුර,யக்க‍லை வடக்கு,231
56,57,1595,1-2-24-285,285,Galthotamulla,ගල්තොටමුල්ල,கல்தொடமுல்ல,230C
56,58,1596,1-2-24-290,290,Yakkala West,යක්කල බටහිර,யக்க‍லை மேற்கு,231A
56,59,1597,1-2-24-295,295,Pepolgahadeniya,පැපොල්ගහදෙනිය,பெப்பொல்கஹதெனிய,231B
56,60,1598,1-2-24-300,300,Yakkala East,යක්කල නැගෙනහිර,யக்க‍லை கிழக்கு,231D
56,61,1599,1-2-24-305,305,Yakkala South,යක්කල දකුණ,யக்க‍லை தெற்கு,231C
56,62,1600,1-2-24-310,310,Henarathgoda,හෙනරත්ගොඩ,ஹெனரத்கொட,232
56,63,1601,1-2-24-315,315,Mudungoda West,මුදුන්ගොඩ බටහිර,முதுன்கொடை மேற்கு,232D
56,64,1602,1-2-24-320,320,Moragoda 2,මොරගොඩ 2,மொராகொடை 2,233A
56,65,1603,1-2-24-325,325,Ihala Yagoda North,ඉහළ යාගොඩ උතුර,இஹல யாகொடை வடக்கு,235B
56,66,1604,1-2-24-330,330,Mahena,මාහේන,மா‍ஹேன,236A
56,67,1605,1-2-24-335,335,Ganemulla South,ගණේමුල්ල දකුණ,க‍னேமுல்ல தெற்கு,236D
56,68,1606,1-2-24-340,340,Ganemulla North,ගණේමුල්ල උතුර,க‍னேமுல்ல வடக்கு,236B
56,69,1607,1-2-24-345,345,Galahitiyawa East,ගලහිටියාව නැගෙනහිර,கலஹிட்டியாவ கிழக்கு,215B
56,70,1608,1-2-24-350,350,Galahitiyawa South,ගලහිටියාව දකුණ,கலஹிட்டியாவ தெற்கு,215A
56,71,1609,1-2-24-355,355,Kossinna East,කොස්සින්න නැගෙනහිර,கொஸ்சின்ன கிழக்கு,237
56,72,1610,1-2-24-360,360,Amunugoda North,අමුණුගොඩ උතුර,அமுணுகொடை வடக்கு,238
56,73,1611,1-2-24-365,365,Ihala Yagoda South,ඉහළ යාගොඩ දකුණ,இஹல யாகொடை தெற்கு,235C
56,74,1612,1-2-24-370,370,Mudungoda South,මුදුන්ගොඩ දකුණ,முதுன்கொடை தெற்கு,232C
56,75,1613,1-2-24-375,375,Mudungoda North,මුදුන්ගොඩ උතුර,முதுன்கொடை வடக்கு,232B
56,76,1614,1-2-24-380,380,Godagedara,ගොඩගෙදර,கொடகெதர,232A
56,77,1615,1-2-24-385,385,Rathupaswala,රතුපස්වල,ரதுபஸ்வல,239A
56,78,1616,1-2-24-390,390,Galloluwa,ගල්ලොලුව,கல்லொலுவ,239B
56,79,1617,1-2-24-395,395,Belummahara,බැලුම්මහර,பெலும்மஹர,239
56,80,1618,1-2-24-400,400,Ihala Imbulgoda North,ඉහළ ඉඹුල්ගොඩ උතුර,இஹல இபுல்கொடை வடக்கு,240
56,81,1619,1-2-24-405,405,Ihala Imbulgoda South,ඉහළ ඉඹුල්ගොඩ දකුණ,இஹல இம்புல்கொடை தெற்கு,240A
56,82,1620,1-2-24-410,410,Pahala Imbulgoda South,පහළ ඉඹුල්ගොඩ දකුණ,பஹல இபுல்கொடை தெற்கு,243B
56,83,1621,1-2-24-415,415,Pahala Imbulgoda West,පහළ ඉඹුල්ගොඩ බටහිර,பஹல இம்புல்கொட மேற்கு,243A
56,84,1622,1-2-24-420,420,Amunugoda South,අමුණුගොඩ දකුණ,அமுணுகொடை தெற்கு,238A
56,85,1623,1-2-24-425,425,Parakandeniya North1,පරකන්දෙනිය උතුර 1,பரகந்தெனிய வடக்கு1,244A
56,86,1624,1-2-24-430,430,Kossinna West1,කොස්සින්න බටහිර 1,கொஸ்சின்ன மேற்கு1,237A
56,87,1625,1-2-24-435,435,Katuwalamulla North,කටුවාලමුල්ල උතුර,கடுவலமுல்ல வடக்கு,244C
56,88,1626,1-2-24-440,440,Kossinna West2,කොස්සින්න බටහිර 2,கொஸ்சின்ன மேற்கு2,237B
56,89,1627,1-2-24-445,445,Katuwalamulla South,කටුවාලමුල්ල දකුණ,கடுவாலமுல்ல தெற்கு,244D
56,90,1628,1-2-24-450,450,Parakandeniya North2,පරකන්දෙනිය උතුර 2,பரகந்தெனிய வடக்கு2,244B
56,91,1629,1-2-24-455,455,Parakandeniya South,පරකන්දෙනිය දකුණ,பரகந்தெனிய,244
56,92,1630,1-2-24-460,460,Pahala Imbulgoda East,පහළ ඉඹුල්ගොඩ නැගෙනහිර,பஹல இபுல்கொடை கிழக்கு,243
56,93,1631,1-2-24-465,465,Embaraluwa North 2,ඇඹරළුව උතුර 2,எம்பரலுவ வடக்கு 2,242A
56,94,1632,1-2-24-470,470,Embaraluwa North 1,ඇඹරළුව උතුර 1,எம்பரலுவ வடக்கு 1,242
56,95,1633,1-2-24-475,475,Weliweriya West,වැලිවේරිය බටහිර,வெலி‍வேரிய மேற்கு,240B
56,96,1634,1-2-24-480,480,Nedungamuwa,නැදුන්ගමුව,நெதுன்கமுவ,241
56,97,1635,1-2-24-485,485,Weliweriya East,වැලිවේරිය නැගෙනහිර,வெலி‍வேரிய கிழக்கு,241A
56,98,1636,1-2-24-490,490,Weliweriya North,වැලිවේරිය උතුර,வெலி‍வேரிய வடக்கு,241B
56,99,1637,1-2-24-495,495,Weliweriya South,වැලිවේරිය දකුණ,வெலி‍வேரிய தெற்கு,241C
56,100,1638,1-2-24-500,500,Embaraluwa South1,ඇඹරළුව දකුණ 1,எபரெலுவ தெற்கு 1,242B
56,101,1639,1-2-24-505,505,Embaraluwa South 2,ඇඹරළුව දකුණ 2,எபரெலுவ தெற்கு 2,242C
57,1,1640,1-2-27-005,005,Eluwapitiya West,එළුවපිටිය බටහිර,எலுவபிட்டிய ‍மேற்கு,333/A
57,2,1641,1-2-27-010,010,Eluwapitiya,එළුවපිටිය,எலுவபிட்டிய,333
57,3,1642,1-2-27-015,015,Hiripitiya West,හිරිපිටිය බටහිර,ஹிரிபிட்டிய மேற்கு,329D
57,4,1643,1-2-27-020,020,Hiripitiya North,හිරිපිටිය උතුර,ஹிரிபிட்டிய வடக்கு,329
57,5,1644,1-2-27-025,025,Hiripitiya Central,හිරිපිටිය මධ්‍යම,மத்திய ஹிரிபிட்டிய,329C
57,6,1645,1-2-27-030,030,Hiripitiya East,හිරිපිටිය නැගෙනහිර,ஹிரிபிட்டிய கிழக்கு,329B
57,7,1646,1-2-27-035,035,Thalgasmote West,තල්ගස්මොටේ බටහිර,தல்கஸ்மொ‍தே மேற்கு,328/E
57,8,1647,1-2-27-040,040,Thalgasmote,තල්ගස්මොටේ,தல்கஸ்மொ‍டே,328A
57,9,1648,1-2-27-045,045,Thalgasmote East,තල්ගස්මොටේ නැගෙනහිර,தல்கஸ்மொ‍டே கிழக்கு,328/D
57,10,1649,1-2-27-050,050,Udammita,උදම්මිට,உதம்மிட்டே,347
57,11,1650,1-2-27-055,055,Humbutiyawa West,හුඹුටියාව බටහිර,ஹும்புட்டியாவ மேற்கு,347C
57,12,1651,1-2-27-060,060,Humbutiyawa,හුඹුටියාව,ஹும்புட்டியாவ,347A
57,13,1652,1-2-27-065,065,Parana Veyangoda,පරණ වේයන්ගොඩ,பழைய வெயங்கொட,346
57,14,1653,1-2-27-070,070,Kongasdeniya,කෝන්ගස්දෙනිය,‍‍கோங்கஸ்தெனிய,346A
57,15,1654,1-2-27-075,075,Wedagama,වෙදගම,வெதகம,343/A
57,16,1655,1-2-27-080,080,Kalalpitiya,කලල්පිටිය,கலல்பிட்டிய,343
57,17,1656,1-2-27-085,085,Nawagamuwa,නවගමුව,நவகமுவ,343B
57,18,1657,1-2-27-090,090,Napagoda,නාපගොඩ,நாப்பகொட,345
57,19,1658,1-2-27-095,095,Nittambuwa South,නිට්ටඹුව දකුණ,நிட்டம்புவ தெற்கு,348A
57,20,1659,1-2-27-100,100,Nittambuwa North,නිට්ටඹුව උතුර,நிட்டம்புவ வடக்கு,348
57,21,1660,1-2-27-105,105,Nittambuwa East,නිට්ටඹුව නැගෙනහිර,நிட்டம்புவ கிழக்கு,348/F
57,22,1661,1-2-27-110,110,Kolawatta,කොලවත්ත,‍‍கோலவத்த,347B
57,23,1662,1-2-27-115,115,Pattalagedara East,පත්තලගෙදර නැගෙනහිර,பத்தலகெதர கிழக்கு,328/B
57,24,1663,1-2-27-120,120,Pattalagedara,පත්තලගෙදර,பத்தலகெதர,328
57,25,1664,1-2-27-125,125,Hiripitiya South,හිරිපිටිය දකුණ,ஹிரிபிட்டிய தெற்கு,329A
57,26,1665,1-2-27-130,130,Wataddara,වටද්දර,வடத்தார,332
57,27,1666,1-2-27-135,135,Wataddara West,වටද්දර බටහිර,வடத்தார ‍மேற்கு,332/B
57,28,1667,1-2-27-140,140,Magalegoda,මගලෙගොඩ,மக‍லேகொட,331
57,29,1668,1-2-27-145,145,Magalegoda South,මගලෙගොඩ දකුණ,மாக‍லேகொட தெற்கு,331A
57,30,1669,1-2-27-150,150,Heendeniya,හීන්දෙනිය,ஹீன்தெனிய,330A
57,31,1670,1-2-27-155,155,Pattigoda,පට්ටිගොඩ,பட்டிகொட,330
57,32,1671,1-2-27-160,160,Wataddara South,වටද්දර දකුණ,வடத்தர தெற்கு,332/A
57,33,1672,1-2-27-165,165,Pahala Hiripitiya,පහළ හිරිපිටිය,பஹல ஹிரிபிட்டிய,329/E
57,34,1673,1-2-27-170,170,Danvilana,දන්විලාන,தன்விலான,328C
57,35,1674,1-2-27-175,175,Dadagamuwa East,දඩගමුව නැගෙනහිර,தடகமுவ கிழக்கு,327A
57,36,1675,1-2-27-180,180,Pinnagolla,පින්නගොල්ල,பிண்ணகொல்ல,348/I
57,37,1676,1-2-27-185,185,Egoda Nittambuwa,එගොඩ නිට්ටඹුව,எகொட நிட்டம்புவ,348/C
57,38,1677,1-2-27-190,190,Horagollagama,හොරගොල්ලගම,ஹொரகொல்லகம,348H
57,39,1678,1-2-27-195,195,Nambadaluwa West,නම්බාදළුව බටහිර,நம்பதலுவ மேற்கு,348/B
57,40,1679,1-2-27-200,200,Nambabaluwa East,නම්බාදළුව නැගෙනහිර,நம்பதலுவ கிழக்கு,348/G
57,41,1680,1-2-27-205,205,Ranpokunagama A Zone,රන්පොකුණගම ඒ කලාපය,ரன்பொகுணகம ஏ வலயம்,349A
57,42,1681,1-2-27-210,210,Ellakkala West,එල්ලක්කල බටහිර,எல்லக்கல மேற்கு,355/A
57,43,1682,1-2-27-215,215,Maimbula,මාඉඹුල,மாஇம்புல,350B
57,44,1683,1-2-27-220,220,Ranpokunagama E Zone,රන්පොකුණගම ඊ කලාපය,ரன்பொகுணகம E வலயம்,349F
57,45,1684,1-2-27-225,225,Ranpokunagama D Zone,රන්පොකුණගම ඩී කලාපය,ரன்பொகுணகம D வலயம்,349E
57,46,1685,1-2-27-230,230,Ranpokunagama C Zone,රන්පොකුණගම සී කලාපය,ரன்பொகுணகம C வலயம்,349D
57,47,1686,1-2-27-235,235,Ranpokunagama B Zone,රන්පොකුණගම බී කලාපය,ரன்பொகுணகம B வலயம்,349C
57,48,1687,1-2-27-240,240,Maduwegedara,මඩුවෙගෙදර,மடுவெகெதர,349
57,49,1688,1-2-27-245,245,Yatiyana,යටියන,யடியன,349/B
57,50,1689,1-2-27-250,250,Orchardwatta,ඕර්චඩ්වත්ත,ஓர்சாட்வத்தை,348/D
57,51,1690,1-2-27-255,255,Malwatta,මල්වත්ත,மல்வத்தை,348/E
57,52,1691,1-2-27-260,260,Thihariya North,තිහාරිය උතුර,திஹாரிய வடக்கு,318/C
57,53,1692,1-2-27-265,265,Katuwasgoda west,කටුවස්ගොඩ බටහිර,கட்டுவஸ்கொட மேற்கு,321B
57,54,1693,1-2-27-270,270,Katuwasgoda,කටුවස්ගොඩ,கடுவஸ்கொட,321A
57,55,1694,1-2-27-275,275,Dadagamuwa,දඩගමුව,தடகமுவ,327
57,56,1695,1-2-27-280,280,Mudagamuwa,මුඩගමුව,முடகமுவ,324A
57,57,1696,1-2-27-285,285,Bandarabatawala,බණ්ඩාරබටවල,பண்டாரபடவல,325A
57,58,1697,1-2-27-290,290,Pitiyegedara,පිටියෙගෙදර,பிடியேகெதர,325
57,59,1698,1-2-27-295,295,Daraluwa,දාරළුව,தாரலுவ,325B
57,60,1699,1-2-27-300,300,Bemmulla,බෙම්මුල්ල,பெம்முல்ல,324
57,61,1700,1-2-27-305,305,Kandaoluwawa,කන්දඔළුවැව,கந்தஒலுவாவ,326
57,62,1701,1-2-27-310,310,Raniswala,රනිස්වල,ரனிஸ்வல,323
57,63,1702,1-2-27-315,315,Sapugasthenna,සපුගස්තැන්න,சப்புகஸ்தென்ன,323A
57,64,1703,1-2-27-320,320,Thiriwanegama South,තිරිවානගම දකුණ,திரிவானகம தெற்கு,322/B
57,65,1704,1-2-27-325,325,Thiriwanegama North,තිරිවානගම උතුර,திரிவானகம வடக்கு,322A
57,66,1705,1-2-27-330,330,Halgampitiya,හලගම්පිටිය,கல்கம்பிட்டிய,322
57,67,1706,1-2-27-335,335,Kalagedihena,කලගෙඩිහේන,களகெடி‍ஹேண,321
57,68,1707,1-2-27-340,340,Thihariyagama,තිහාරියගම,திஹாரியகம,318/D
57,69,1708,1-2-27-345,345,Thihariya East,තිහාරිය නැගෙනහිර,திஹாரிய,318
57,70,1709,1-2-27-350,350,Kalotuwawa,කලෝටුවාව,கலோடுவாவ,319
57,71,1710,1-2-27-355,355,Kattota,කත්තොට,கத்தொட்ட,317
57,72,1711,1-2-27-360,360,Orchardwatta South,ඔර්චාර්ඩ්වත්ත දකුණ,ஓர்சாட்வத்தை தெற்கு,348/J
57,73,1712,1-2-27-365,365,Bogoda,බෝගොඩ,‍போகொட,316
57,74,1713,1-2-27-370,370,Mathalana West,මාතලාන බස්නාහිර,மாதலான மேற்கு,352D
57,75,1714,1-2-27-375,375,Wathupitiwala,වතුපිටිවල,வத்துபிடிவல,350/A
57,76,1715,1-2-27-380,380,Walpola,වල්පොල,வல்பொல,350
57,77,1716,1-2-27-385,385,Haggalla,හග්ගල්ල,ஹக்கல்ல,354
57,78,1717,1-2-27-390,390,Ellakkala,එල්ලක්කල,எல்லக்கல,355
57,79,1718,1-2-27-395,395,Godagama West,ගොඩගම බටහිර,கொடகம மேற்கு,361/A
57,80,1719,1-2-27-400,400,Godagama,ගොඩගම,கொடகம,361
57,81,1720,1-2-27-405,405,Welikadamulla,වැලිකඩමුල්ල,வெலிக்கடமுல்ல,363
57,82,1721,1-2-27-410,410,Karasnagala,කරස්නගල,கரஸ்னகல,365
57,83,1722,1-2-27-415,415,Alawala,අලවල,அலவள,364
57,84,1723,1-2-27-420,420,Ethaudakanda,ඇතාඋඩකන්ද,எத்தாஉடகந்த,364/B
57,85,1724,1-2-27-425,425,Alawala South,අලවල දකුණ,அலவள தெற்கு,364/A
57,86,1725,1-2-27-430,430,Nikahetikanda,නිකහැටිකන්ද,நிகஹெடிகந்த,365/A
57,87,1726,1-2-27-435,435,Karasnagala South,කරස්නාගල දකුණ,கரசன்கல தெற்கு,365C
57,88,1727,1-2-27-440,440,Palkumbura,පල්කුඹුර,பல்கும்புர,363A
57,89,1728,1-2-27-445,445,Pelpita,පැල්පිට,பெல்பிட,362
57,90,1729,1-2-27-450,450,Walaliyadda,වලලියද්ද,வலலியத்த,353/B
57,91,1730,1-2-27-455,455,Haggalla East,හග්ගල නැගෙනහිර,ஹக்கல கிழக்கு,354/A
57,92,1731,1-2-27-460,460,Diyakade,දියකඩේ,தியக‍டே,353A
57,93,1732,1-2-27-465,465,Welagedara,වෙලගෙදර,வெலகெதர,353
57,94,1733,1-2-27-470,470,Kamburagalla,කඹුරාගල්ල,கம்புறாகல்ல,352A
57,95,1734,1-2-27-475,475,Mathalana North,මාතලාන උතුර,மாதலான வடக்கு,352F
57,96,1735,1-2-27-480,480,Mathalana,මාතලාන,மாதலான,352
57,97,1736,1-2-27-485,485,Meewala,මීවල,மீவல,315
57,98,1737,1-2-27-490,490,Kitttammahara,කිත්තම්මහර,கித்தம்மஹர,316A
57,99,1738,1-2-27-495,495,Thihariya South,තිහාරිය දකුණ,திஹாரிய தெற்கு,318/E
57,100,1739,1-2-27-500,500,Pahala Thihariya,පහළ තිහාරිය,பஹல திஹாரிய,318B
57,101,1740,1-2-27-505,505,Thihariya West,තිහාරිය බටහිර,திஹாரிய மேற்கு,318/A
57,102,1741,1-2-27-510,510,Bogamuwa,බෝගමුව,‍‍போகமுவ,320A
57,103,1742,1-2-27-515,515,Mangalathiriya,මංගලතිරිය,மங்கலதிரிய,320
57,104,1743,1-2-27-520,520,Pilankada,පිලන්කඩ,பிலன்கட,319A
57,105,1744,1-2-27-525,525,Bonegala,බෝනෑගල,‍‍‍போ‍னேகல,313
57,106,1745,1-2-27-530,530,Meewala West,මීවල බටහිර,மீவல மேற்கு,315A
57,107,1746,1-2-27-535,535,Udugoda West,උඩුගොඩ බටහිර,உடுகொட,351/A
57,108,1747,1-2-27-540,540,Mathalana East,මාතලාන නැගෙනහිර,மாதலான கிழக்கு,352/B
57,109,1748,1-2-27-545,545,Udugoda,උදුගොඩ,உடுகொட,351
57,110,1749,1-2-27-550,550,Pannila,පන්නිල,பன்னில,352E
57,111,1750,1-2-27-555,555,Hunupola,හුණුපොල,ஹீனுபொல,352C
57,112,1751,1-2-27-560,560,Halpandeniya,හල්පන්දෙනිය,ஹல்பந்தெனிய,362A
57,113,1752,1-2-27-565,565,Urapola,ඌරාපොල,ஊராப்பொல,366
57,114,1753,1-2-27-570,570,Wanduramulla,වඳුරාමුල්ල,வந்துராமுல்ல,366/C
57,115,1754,1-2-27-575,575,Deenapamunuwa West,දීනපමුනුව බටහිර,தீனபமுணுவ மேற்கு,366D
57,116,1755,1-2-27-580,580,Deenapamunuwa,දීනපමුනුව,தீனபமுணுவ,366B
57,117,1756,1-2-27-585,585,Yatawaka,යටවක,யடவக்க,366/A
57,118,1757,1-2-27-590,590,Sapugasthenna,සපුගස්තැන්න,சபுகஸ்தென்ன,365B
57,119,1758,1-2-27-595,595,Bopagama,බෝපගම,‍‍போபகம,376
57,120,1759,1-2-27-600,600,Bopagama East,බෝපගම නැගෙනහිර,‍‍போபகம கிழக்கு,376A
57,121,1760,1-2-27-605,605,Meevitagammana,මීවිටගම්මන,மீவிடிகம்மண,375A
57,122,1761,1-2-27-610,610,Bopetta South,බෝපැත්ත දකුණ,‍‍போபெத்த தெற்கு,367B
57,123,1762,1-2-27-615,615,Bopetta,බෝපැත්ත,‍‍போபெத்த,367
57,124,1763,1-2-27-620,620,Nagoda,නාගොඩ,நாகொட,367A
